threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.46814222175434905,0.9908837980228496,0.9914167874261509,0.6359784765548187,0.6290216797230825
0.1,0.4962158512224629,0.9842352819558587,0.9830007802920522,0.659512012713845,0.6682273638185462
0.15,0.5265209901169644,0.9761042058432325,0.9709619886300301,0.6827882184640106,0.7051011113135361
0.2,0.5602892575504729,0.9663364708783756,0.9543529149481663,0.70605941900501,0.7402623428675533
0.25,0.5948761560540023,0.9567287862312047,0.9356816408427154,0.7273357450772263,0.7706868282018583
0.3,0.6240264427643326,0.9469004865413561,0.9154497826329283,0.7421548471635452,0.7920750592093277
0.35,0.651181677901405,0.9370208828971716,0.8937688106119719,0.7534298064273632,0.8087811987611587
0.39999999999999997,0.6801089439465823,0.9234265081242607,0.8628915394047486,0.7606741020979708,0.8225177627983239
0.44999999999999996,0.7183816808582287,0.9117672932000117,0.8322929439304425,0.7711533992615353,0.8385316086718893
0.49999999999999994,0.7580137607339058,0.8967931158518027,0.7921079032437855,0.774685890272819,0.8493896884678448
0.5499999999999999,0.7925615505500262,0.8853058951443953,0.7589454910266414,0.7753893460125844,0.8562761887411185
0.6,0.8211754374960798,0.8754717950034663,0.7296845390703377,0.7727312970340858,0.8597012206230643
0.65,0.8444309927360775,0.8653990305332068,0.6997547653550329,0.7653154526059128,0.8597194388777555
0.7,0.8644961016459717,0.8545981772990886,0.6674283803366403,0.7532867836698748,0.8570960102022226
0.75,0.8874290600948457,0.844695076974326,0.6362166982499164,0.7411134556078559,0.8547094188376754
0.7999999999999999,0.9052754786389098,0.8342845162943465,0.6035001672054398,0.7242082734173829,0.8497540535616688
0.85,0.9231392313923139,0.8244592156056557,0.5716753985062981,0.706088872061405,0.8444343231918382
0.9,0.9426470588235294,0.8136719624076975,0.5358934343997325,0.6833203041717006,0.8376389141920204
0.95,0.9647847959754052,0.7973228860594189,0.48099431501504847,0.6419459218209543,0.824612862087812
