threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.47471661709140606,0.9870824560405167,0.9873481217255602,0.641162525561447,0.6387502277281837
0.1,0.5018310826276036,0.9798374962383388,0.9775944710734589,0.6632132188906115,0.6754600109309529
0.15,0.5271595567025961,0.9735823274880437,0.9676736149816074,0.6825087957230183,0.705720531973037
0.2,0.5509915469417929,0.9663960970685957,0.955467617879835,0.6989297727041076,0.7309345964656586
0.25,0.5777747356172354,0.9587082700323322,0.9409207446215584,0.7159305358240919,0.7559300419019858
0.3,0.6057977380037334,0.949544778555624,0.9224724111024412,0.7313258069504893,0.7784478047003097
0.35,0.6336181669202856,0.9417996650832166,0.9050830453684093,0.7454040531546212,0.7979049007105119
0.39999999999999997,0.663502729945401,0.931016731016731,0.8805038457251143,0.7567541674650317,0.8149754053561669
0.44999999999999996,0.7033961213695834,0.9165766738660908,0.8450005573514658,0.7677233137532915,0.8328657314629259
0.49999999999999994,0.744584512477489,0.9021012551121139,0.8065433062088954,0.7743264574470932,0.8463290216797231
0.5499999999999999,0.7793411312651862,0.8884198639528944,0.7686991416787426,0.7739835573388704,0.8532519584623793
0.6,0.8063557523197283,0.8790135673550168,0.7410545089733586,0.7723272632220963,0.8571871014756787
0.65,0.8270778342882894,0.8705439947150443,0.716029428157396,0.7675578790141897,0.8582437602477683
0.7,0.8460800438596491,0.8611345476202293,0.6881061197190949,0.7589598573799717,0.857132446711605
0.75,0.8662028560966679,0.851727901054929,0.6592353137888752,0.7486786720258253,0.8553288394971762
0.7999999999999999,0.8881889763779528,0.8420952832424745,0.6286924534611527,0.7362443704719013,0.8527600655857169
0.85,0.9132972787363722,0.8311093637982471,0.5929662245011704,0.7190699874961982,0.8485516487520496
0.9,0.9317773788150808,0.8176134696549078,0.5496042804592576,0.6913935144609992,0.8396247039533613
0.95,0.950974095482766,0.801132870817599,0.4951510422472411,0.6512241606802521,0.8266350883585353
