threshold,min_consecutive,precision,nfall_precision,recall,f1,accuracy
0.05,1,0.7349530646051905,0.0,1.0,0.8472310630171865,0.7349530646051905
0.05,3,0.7349530646051905,0.0,1.0,0.8472310630171865,0.7349530646051905
0.05,5,0.7349530646051905,0.0,1.0,0.8472310630171865,0.7349530646051905
0.1,1,0.7357656163626313,1.0,1.0,0.8477707006369426,0.7360574268360022
0.1,3,0.7361725663716814,1.0,1.0,0.8480407773176171,0.7366096079514081
0.1,5,0.7369878183831672,1.0,1.0,0.8485814472425884,0.7377139701822197
0.15,1,0.7431602456728085,1.0,1.0,0.8526585522101218,0.7459966869133076
0.15,3,0.7452407614781635,1.0,1.0,0.8540263073468078,0.7487575924903368
0.15,5,0.7469135802469136,1.0,1.0,0.8551236749116607,0.7509663169519603
0.2,1,0.7524024872809497,1.0,1.0,0.8587096774193548,0.7581446714522363
0.2,3,0.7558205565019875,1.0,1.0,0.8609314359637775,0.7625621203754832
0.2,5,0.7636259323006311,1.0,1.0,0.8659726740403384,0.7725013804527885
0.25,1,0.7702546296296297,1.0,1.0,0.8702190258254331,0.7807840971838763
0.25,3,0.7760932944606413,1.0,1.0,0.8739330269205515,0.7879624516841524
0.25,5,0.7844063792085056,0.9745762711864406,0.9977460555972952,0.8783068783068783,0.7967973495306461
0.3,1,0.7924865831842576,0.9850746268656716,0.9984973703981969,0.8836436170212765,0.8067366096079515
0.3,3,0.8057073466909532,0.975609756097561,0.9969947407963937,0.8912021490933513,0.8210933186085035
0.3,5,0.8190830235439901,0.9543147208121827,0.9932381667918858,0.8977928692699492,0.8337934842628382
0.35,1,0.8167797655768044,0.9631578947368421,0.994740796393689,0.8970189701897019,0.8321369409166206
0.35,3,0.8302954116907605,0.9545454545454546,0.9924868519909842,0.9041752224503764,0.8453892876863611
0.35,5,0.8497743391360413,0.95,0.9902329075882795,0.9146426092990978,0.8641634456101601
0.39999999999999997,1,0.8518041237113402,0.9652509652509652,0.9932381667918858,0.9171002428026361,0.8680287134180011
0.39999999999999997,3,0.8681608437705999,0.9523809523809523,0.9894815927873779,0.9248595505617978,0.8818332413031474
0.39999999999999997,5,0.886563133018231,0.9454545454545454,0.9864763335837716,0.933854907539118,0.8972943125345113
0.44999999999999996,1,0.8903924221921515,0.954954954954955,0.9887302779864763,0.9369882520469919,0.902263942573164
0.44999999999999996,3,0.9060124395300622,0.945054945054945,0.9849737039819685,0.9438444924406049,0.913859745996687
0.44999999999999996,5,0.9284195605953225,0.9475,0.9842223891810669,0.9555069292487235,0.932633903920486
0.49999999999999994,1,0.9155027932960894,0.9472295514511874,0.9849737039819685,0.9489685124864279,0.9221424627277747
0.49999999999999994,3,0.9315263908701854,0.9388753056234719,0.9812171299774606,0.9557263080863521,0.9331860850358917
0.49999999999999994,5,0.9461034231609614,0.9269406392694064,0.9759579263711495,0.9607988165680472,0.9414688017669796
0.5499999999999999,1,0.9401586157173756,0.9363207547169812,0.9797145003756574,0.9595290654893305,0.9392600773053562
0.5499999999999999,3,0.948905109489051,0.9297052154195011,0.976709241172051,0.9626064420584969,0.9442297073440088
0.5499999999999999,5,0.9596412556053812,0.9006342494714588,0.9646882043576258,0.9621581116523042,0.9442297073440088
0.6,1,0.9542097488921714,0.9146608315098468,0.9706987227648385,0.9623836126629424,0.9442297073440088
0.6,3,0.9609902475618904,0.895397489539749,0.9624342599549212,0.9617117117117118,0.943677526228603
0.6,5,0.9692070823710547,0.859375,0.9459053343350864,0.9574144486692016,0.9381557150745444
0.65,1,0.9636913767019667,0.8834355828220859,0.9571750563486101,0.9604221635883905,0.9420209828823854
0.65,3,0.970381917381138,0.8371212121212122,0.9353869271224643,0.9525631216526396,0.9315295416896742
0.65,5,0.9720447284345048,0.7960644007155635,0.9143501126972201,0.9423151374370887,0.9177250138045279
0.7,1,0.9691699604743083,0.8076923076923077,0.9211119459053343,0.9445300462249614,0.9204859193815571
0.7,3,0.9755301794453507,0.7692307692307693,0.898572501878287,0.9354712553773953,0.9088901159580343
0.7,5,0.9791666666666666,0.7446808510638298,0.8827948910593538,0.9284867641248518,0.9000552181115405
0.75,1,0.976878612716763,0.7533333333333333,0.8888054094665665,0.930763178599528,0.9028161236885699
0.75,3,0.9822784810126582,0.7332268370607029,0.8745304282494365,0.9252782193958665,0.8961899503036996
0.75,5,0.9886759581881533,0.7043740573152338,0.8527422990232908,0.9156918112141993,0.8845941468801767
0.7999999999999999,1,0.9871023215821152,0.7175925925925926,0.8625093914350113,0.9206094627105051,0.890668139149641
0.7999999999999999,3,0.9901960784313726,0.6806966618287373,0.8347107438016529,0.905829596412556,0.8724461623412479
0.7999999999999999,5,0.9918032786885246,0.6605890603085554,0.8181818181818182,0.8966652943598189,0.8614025400331309
0.85,1,0.9899543378995433,0.6550279329608939,0.8144252441773103,0.8936521022258862,0.8575372722252899
0.85,3,0.9943661971830986,0.6353887399463807,0.7956423741547709,0.8839732888146912,0.8464936499171728
0.85,5,0.9951737451737451,0.6129032258064516,0.7746055597295267,0.8711449091677229,0.8315847598012148
0.9,1,0.994157740993184,0.6045918367346939,0.7670924117205109,0.8659881255301102,0.8255107675317505
0.9,3,0.995,0.5856966707768188,0.7475582268970699,0.8537108537108536,0.811706239646604
0.9,5,0.9959016393442623,0.5700598802395209,0.7302779864763336,0.8426527958387516,0.7995582551076753
0.95,1,0.9968586387434555,0.5572429906542056,0.7152516904583021,0.8328958880139983,0.7890668139149641
0.95,3,0.9978471474703983,0.5419501133786848,0.6964688204357626,0.820353982300885,0.7758144671452236
0.95,5,0.9977876106194691,0.5270121278941565,0.6776859504132231,0.8071588366890381,0.7620099392600773
