threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.49039029189898325,0.9954070501779768,0.9973319103521878,0.6574908755111912,0.6025919028546647
0.1,0.5233898544082913,0.9866137370753324,0.9903281750266809,0.6848405175396112,0.651394168218577
0.15,0.5593803786574871,0.9718860119503601,0.9755202774813234,0.7110387242628291,0.6967524681752085
0.2,0.5961378391876144,0.955968624349087,0.9554429028815368,0.7341875961045617,0.7354014133013598
0.25,0.6307692307692307,0.9428369379456656,0.9352988260405549,0.7534253935844393,0.7658613740146433
0.3,0.663241068398856,0.929456112008616,0.9126200640341515,0.7681985345723028,0.7893568713487589
0.35,0.6952331063383971,0.9144661594311005,0.8852721451440768,0.7788275335954463,0.8076991759993878
0.39999999999999997,0.7233672151401135,0.9013182498130142,0.8591915688367129,0.7854507759382908,0.8204801142886298
0.44999999999999996,0.7586691086691086,0.88759367194005,0.8289087513340448,0.792235114114497,0.8337202479655094
0.49999999999999994,0.7913606623047136,0.8704017175178564,0.7906216648879403,0.790990990990991,0.840200005102171
0.5499999999999999,0.8276670574443142,0.8553481272748621,0.7534685165421559,0.788826815642458,0.8457103497538202
0.6,0.8582143142104843,0.8411460286507163,0.7174493062966916,0.781544050862852,0.8466032296742264
0.65,0.8790785304444635,0.8282464937141196,0.6846985058697972,0.7698076418313398,0.8433888619607643
0.7,0.895909757887014,0.8154090828768333,0.6516141942369263,0.7544794562866852,0.8378019847445088
0.75,0.9143529873442559,0.8044542508446528,0.6216648879402348,0.7401230891403613,0.8330314548840532
0.7999999999999999,0.9311143880345482,0.7928968187173876,0.5896478121664888,0.7220452503471372,0.8263731217633102
0.85,0.9458631256384066,0.7809003554034487,0.5558964781216649,0.700247867915809,0.8179800505114927
0.9,0.9587075848303394,0.7656736042074207,0.5126067235859125,0.668028511821975,0.8051480905125131
0.95,0.9746054519368723,0.7456017872102765,0.45310832443970117,0.6186139695838266,0.786321079619378
