threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.47870462496389254,0.9904252673464312,0.9948639274279616,0.6463845370430562,0.5836883593969234
0.1,0.4999157256025619,0.9830081812460667,0.9891942369263608,0.6641735898067492,0.6174137095334065
0.15,0.5276968978036594,0.9725834797891036,0.9791889007470651,0.6858050501039452,0.6568534911604887
0.2,0.5553555010726325,0.9621993127147767,0.9669823906083245,0.7055187852832392,0.691267634378428
0.25,0.5862367542159733,0.9482135688478522,0.9483724653148345,0.7245763791565805,0.7242531697237174
0.3,0.6169550326913668,0.9329385020339794,0.925226787620064,0.7402801867911941,0.7517028495624888
0.35,0.6532873317459547,0.9168635875402793,0.8967449306296692,0.7558966573894464,0.7784892471746728
0.39999999999999997,0.6954180800086146,0.899350334529235,0.8615261472785486,0.7696112021450916,0.8027245592999821
0.44999999999999996,0.7498002581279577,0.8782274947662247,0.8137673425827108,0.7804753222659374,0.8249190030357917
0.49999999999999994,0.802857545045045,0.8565483574086671,0.7608724653148345,0.7813013698630137,0.8370876808081839
0.5499999999999999,0.8366859344894026,0.8422818791946308,0.724119530416222,0.7763435477527085,0.8404296027959897
0.6,0.8647073515943718,0.8305870236869207,0.692769477054429,0.769247861348739,0.8410418633128396
0.65,0.886487940464449,0.8179776082150753,0.6594850586979722,0.7563205201759419,0.8374703436312151
0.7,0.9085912641018223,0.8068197585680589,0.6285352187833512,0.743050900918661,0.833745758820378
0.75,0.9283866294111559,0.7961470747562297,0.5983858057630737,0.7277225714865139,0.8287456312661037
0.7999999999999999,0.9458644938051122,0.7844576719576719,0.5652347918890075,0.7076113732203249,0.8213474833541672
0.85,0.960375767794773,0.7728508544795443,0.5318836712913554,0.6846104314230521,0.8125717492793183
0.9,0.9730947647448641,0.7583243823845328,0.4897278548559232,0.651550783156587,0.7996632567157326
0.95,0.9834749034749035,0.7364625351424031,0.4247598719316969,0.5932827130013509,0.777264726140973
