threshold,min_consecutive,precision,nfall_precision,recall,f1,accuracy
0.05,1,0.7349530646051905,0.0,1.0,0.8472310630171865,0.7349530646051905
0.05,3,0.7349530646051905,0.0,1.0,0.8472310630171865,0.7349530646051905
0.05,5,0.7349530646051905,0.0,1.0,0.8472310630171865,0.7349530646051905
0.1,1,0.7394444444444445,1.0,1.0,0.8502076014053018,0.7410270568746549
0.1,3,0.7398554752640356,1.0,1.0,0.850479233226837,0.7415792379900608
0.1,5,0.7423312883435583,1.0,1.0,0.852112676056338,0.7448923246824959
0.15,1,0.7671469740634006,1.0,1.0,0.8682322243966081,0.7769188293760353
0.15,3,0.7707006369426752,1.0,1.0,0.8705035971223022,0.7813362782992822
0.15,5,0.7797305213825425,1.0,1.0,0.8762343647136274,0.7923799006073993
0.2,1,0.7998798076923077,1.0,1.0,0.8888146911519199,0.816123688569851
0.2,3,0.8091185410334346,1.0,1.0,0.8944892473118279,0.8266151297625621
0.2,5,0.8155637254901961,1.0,1.0,0.8984137698278772,0.8337934842628382
0.25,1,0.8235294117647058,0.9948979591836735,0.9992486851990984,0.902919212491514,0.842076200993926
0.25,3,0.8333333333333334,0.9953488372093023,0.9992486851990984,0.9087803211479331,0.8525676421866372
0.25,5,0.845518118245391,0.9957983193277311,0.9992486851990984,0.9159779614325069,0.8652678078409718
0.3,1,0.8523748395378691,0.9881422924901185,0.9977460555972952,0.919349255797854,0.8713418001104363
0.3,3,0.8612191958495461,0.9888475836431226,0.9977460555972952,0.9244691959624086,0.8801766979569299
0.3,5,0.8791500664010624,0.9770491803278688,0.994740796393689,0.9333803313359181,0.8956377691882937
0.35,1,0.8782263401720715,0.9866666666666667,0.9969947407963937,0.9338494018296974,0.8961899503036996
0.35,3,0.8891129032258065,0.9752321981424149,0.9939894815927873,0.9386307201135153,0.9044726670347875
0.35,5,0.9039121482498285,0.96045197740113,0.9894815927873779,0.9447632711621233,0.9149641082274986
0.39999999999999997,1,0.903137789904502,0.9797101449275363,0.994740796393689,0.9467286378262425,0.9177250138045279
0.39999999999999997,3,0.9138888888888889,0.9595687331536388,0.9887302779864763,0.9498376037531576,0.9232468249585865
0.39999999999999997,5,0.92998585572843,0.9596977329974811,0.9879789631855748,0.9581056466302368,0.9364991717283269
0.44999999999999996,1,0.9267605633802817,0.9616368286445013,0.9887302779864763,0.9567430025445293,0.9342904472667035
0.44999999999999996,3,0.9370979270907791,0.9514563106796117,0.9849737039819685,0.9604395604395604,0.9403644395361679
0.44999999999999996,5,0.9478260869565217,0.9466357308584686,0.9827197595792637,0.9649575802286979,0.9475427940364439
0.49999999999999994,1,0.9449275362318841,0.9373549883990719,0.9797145003756574,0.9620066396163778,0.9431253451131971
0.49999999999999994,3,0.9524506217995611,0.9346846846846847,0.9782118707738543,0.9651593773165308,0.9480949751518498
0.49999999999999994,5,0.9634873323397913,0.9189765458422174,0.97145003756574,0.967452300785634,0.9519602429596907
0.5499999999999999,1,0.9586104951958611,0.925764192139738,0.9744552967693464,0.966467958271237,0.9503036996134733
0.5499999999999999,3,0.9655688622754491,0.9136842105263158,0.9691960931630353,0.9673790776152981,0.9519602429596907
0.5499999999999999,5,0.9696048632218845,0.8888888888888888,0.9586776859504132,0.9641103135625237,0.9475427940364439
0.6,1,0.966012084592145,0.893223819301848,0.9609316303531179,0.9634651600753296,0.9464384318056323
0.6,3,0.9700690713737529,0.8681102362204725,0.9496619083395943,0.9597570235383447,0.9414688017669796
0.6,5,0.9735408560311284,0.8479087452471483,0.9398948159278738,0.9564220183486238,0.9370513528437328
0.65,1,0.9729311678267595,0.859073359073359,0.9451540195341849,0.9588414634146342,0.9403644395361679
0.65,3,0.9755905511811024,0.8299445471349353,0.9308790383170549,0.9527104959630911,0.9320817228050801
0.65,5,0.9808153477218226,0.8142857142857143,0.9218632607062359,0.9504260263361736,0.9293208172280508
0.7,1,0.9792663476874003,0.8150807899461401,0.9226145755071374,0.9500967117988394,0.9287686361126449
0.7,3,0.9830234438156831,0.7996515679442509,0.9135987978963186,0.9470404984423676,0.924903368304804
0.7,5,0.9860312243221035,0.7794612794612794,0.9015777610818934,0.9419152276295134,0.9182771949199338
0.75,1,0.9844389844389845,0.7813559322033898,0.9030803906836965,0.9420062695924765,0.9182771949199338
0.75,3,0.9874476987447699,0.7548701298701299,0.8865514650638617,0.934283452098179,0.9083379348426284
0.75,5,0.9880952380952381,0.7338582677165354,0.8730277986476334,0.9270043877143996,0.8989508558807289
0.7999999999999999,1,0.9889078498293515,0.730829420970266,0.8707738542449286,0.9260886935677187,0.8978464936499172
0.7999999999999999,3,0.9896729776247849,0.7211093990755008,0.8640120210368144,0.9225832330525472,0.8934290447266704
0.7999999999999999,5,0.9903593339176161,0.7,0.8489857250187829,0.9142394822006472,0.8829376035339591
0.85,1,0.9928571428571429,0.683068017366136,0.8354620586025545,0.9073847409220727,0.8746548868028713
0.85,3,0.9936363636363637,0.6652601969057665,0.8211870773854245,0.8992184286301934,0.864715626725566
0.85,5,0.9935424354243543,0.6506189821182944,0.8091660405709993,0.8919254658385094,0.8558807288790723
0.9,1,0.994328922495274,0.6294820717131474,0.7903831705484599,0.880703223105902,0.8426283821093319
0.9,3,0.9951969260326609,0.6168831168831169,0.7783621337340345,0.8735244519392917,0.8343456653782441
0.9,5,0.9960861056751468,0.6032953105196451,0.7648384673178061,0.865278368040799,0.8249585864163446
0.95,1,0.9978700745473909,0.5481651376146789,0.7039819684447783,0.8255506607929516,0.7813362782992822
0.95,3,0.9978070175438597,0.5317018909899889,0.6836964688204358,0.8114132857779759,0.7664273881833241
0.95,5,0.9977452085682075,0.5173160173160173,0.6649135987978964,0.7980162308385935,0.7526228602981778
