threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.46212611679399196,0.9940399385560675,0.9945936907814068,0.6310447866753894,0.6198396793587174
0.1,0.49180464496055115,0.9873504816343813,0.9866792999665589,0.6564203344580815,0.6623793040626708
0.15,0.5161271353385669,0.9814167345179367,0.978374763125627,0.6757646334186669,0.6931134997267262
0.2,0.5391533571096294,0.9754029587105322,0.9689555233530264,0.692808894733696,0.7191291674257606
0.25,0.5703577853288028,0.9669909938887102,0.9542414446549995,0.7139699749791493,0.7500819821461104
0.3,0.5980902159196181,0.9569042648374589,0.9355701705495485,0.7296991827508259,0.7734377846602295
0.35,0.624937960523804,0.9451859079346273,0.912328614424256,0.74176957063555,0.7923665512843869
0.39999999999999997,0.6593640460691037,0.9307702257000582,0.8806710511648645,0.7541163556531284,0.8122791036618692
0.44999999999999996,0.7285560239192236,0.9107515657620042,0.8284472188161854,0.7752973085750052,0.8430315175806158
0.49999999999999994,0.7731156879929886,0.8955069061527543,0.7866458588786088,0.779822089618211,0.8548005101111313
0.5499999999999999,0.8089982510101924,0.8818032316165914,0.747631256270204,0.7771051183269125,0.8598105301512116
0.6,0.8384116375073717,0.8701203663983447,0.7131312005350574,0.7707134897449026,0.8613044270358899
0.65,0.8617537444624147,0.8601637610956748,0.6830342213800022,0.7620557783788826,0.860575696848242
0.7,0.8838177414471693,0.8496808867987907,0.6508193066547765,0.7496308660204147,0.8578976134086355
0.75,0.9037199124726477,0.8404032807689596,0.6215026195518895,0.7365014365443677,0.8546365458189106
0.7999999999999999,0.9218627365483562,0.8302512493379085,0.5891762345334968,0.7188955761841613,0.8493896884678448
0.85,0.9386155444329021,0.8193494503510079,0.5539516218927656,0.6967158529318986,0.8423574421570413
0.9,0.9551546391752578,0.8079884930294313,0.51638613309553,0.6703567035670357,0.8339952632537803
0.95,0.967980002380669,0.7889823399083654,0.4532382120164976,0.6173936150020879,0.8163782109673893
