threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.5266321739390496,0.984477695427213,0.9814401961877159,0.6854551470445124,0.7055747859355074
0.1,0.568995618802912,0.9727306077528227,0.9627131869356816,0.7152529037868279,0.7494443432319183
0.15,0.5995267358903723,0.9636137868753762,0.9461041132538178,0.7339588377723971,0.7758061577700857
0.2,0.6248221107033181,0.9553710798921526,0.9298851855980381,0.7474240659439119,0.7945709601020222
0.25,0.6475927387529598,0.948155668358714,0.9146137554341768,0.7582828889607689,0.8094006194206596
0.3,0.671698427922105,0.9406645313662687,0.8977817411659793,0.7684564558834053,0.8231554017125159
0.35,0.6929952009862194,0.9315660254218852,0.877271207223275,0.7743205017832985,0.8328475132082347
0.39999999999999997,0.7189173949816746,0.9213877648179005,0.8527477427265634,0.78013461146237,0.8428857715430862
0.44999999999999996,0.7558097962102253,0.9109625895613265,0.8247686991416787,0.7887849470962928,0.8556203315722354
0.49999999999999994,0.7933198834342076,0.8978027317389192,0.7889867350351132,0.7911473760688538,0.8638367644379669
0.5499999999999999,0.8304918434931927,0.8859630935102634,0.7547653550328838,0.7908199018920813,0.869484423392239
0.6,0.858177508559389,0.8763790237267644,0.7264519005684985,0.786839722306067,0.8713426853707414
0.65,0.8817294869095248,0.867627881800064,0.7001449113811169,0.7805150827922582,0.8712880306066679
0.7,0.8995968945954016,0.8580276666506,0.6716642514769814,0.7690982194141298,0.8681727090544726
0.75,0.9157526625337784,0.8482556490498251,0.642180358934344,0.7549469270082558,0.8637274549098196
0.7999999999999999,0.9331918505942275,0.8388077012294132,0.6126964663917066,0.7397214184778952,0.8590635817088723
0.85,0.9479662880175889,0.8273070450720881,0.5767472968453907,0.7171668168272229,0.8513026052104209
0.9,0.962442748091603,0.8116942194607789,0.5270315460929662,0.6810962653509561,0.8386773547094188
0.95,0.9754960554625867,0.7897644226635715,0.4548545312674172,0.6204196442146875,0.818072508653671
