experiment_id,model_type,preprocessing,feature_set,val_f1,val_recall,test_accuracy,test_precision,test_recall,test_f1,test_auc_roc,test_pr_auc,int8_test_f1,int8_delta_f1,int8_size_kb,int8_export_error,metrics_path
B-TCN-D,tcn,filtered,kp12,0.9,1.0,0.611328125,0.358695652173913,0.8181818181818182,0.4987405541561713,0.7394897592526051,0.34532667561048824,0.7843137254901961,-0.28557317133402477,152.68,,results/baselines_phase0/B-TCN-D/metrics.json
