threshold,min_consecutive,precision,nfall_precision,recall,f1,accuracy
0.05,1,0.9138166894664843,0.9885386819484241,0.9970149253731343,0.9536045681655959,0.9282164549972391
0.05,3,0.9188445667125172,0.988795518207283,0.9970149253731343,0.9563350035790981,0.932633903920486
0.05,5,0.9231833910034603,0.9836065573770492,0.9955223880597015,0.9579892280071814,0.9353948094975152
0.1,1,0.9231833910034603,0.9836065573770492,0.9955223880597015,0.9579892280071814,0.9353948094975152
0.1,3,0.9276773296244785,0.9839142091152815,0.9955223880597015,0.9604031677465802,0.9392600773053562
0.1,5,0.9347368421052632,0.9792746113989638,0.9940298507462687,0.9634719710669077,0.9442297073440088
0.15,1,0.9244105409153953,0.981029810298103,0.994776119402985,0.9583033788641266,0.9359469906129211
0.15,3,0.9327731092436975,0.97911227154047,0.9940298507462687,0.96242774566474,0.9425731639977912
0.15,5,0.9386892177589852,0.9795918367346939,0.9940298507462687,0.9655672345052554,0.9475427940364439
0.2,1,0.9275766016713092,0.9786666666666667,0.9940298507462687,0.9596541786743517,0.9381557150745444
0.2,3,0.9353932584269663,0.979328165374677,0.9940298507462687,0.9638205499276411,0.9447818884594147
0.2,5,0.943342776203966,0.9799498746867168,0.9940298507462687,0.9680232558139535,0.951408061844285
0.25,1,0.9308176100628931,0.9789473684210527,0.9940298507462687,0.9613857813063876,0.9409166206515737
0.25,3,0.9380281690140845,0.979539641943734,0.9940298507462687,0.9652173913043478,0.9469906129210381
0.25,5,0.9439716312056737,0.9775561097256857,0.9932835820895523,0.9680000000000001,0.951408061844285
0.3,1,0.9327731092436975,0.97911227154047,0.9940298507462687,0.96242774566474,0.9425731639977912
0.3,3,0.940014114326041,0.9796954314720813,0.9940298507462687,0.9662676822633298,0.9486471562672557
0.3,5,0.9452347083926032,0.9728395061728395,0.9917910447761195,0.9679533867443555,0.951408061844285
0.35,1,0.9360505973295854,0.979381443298969,0.9940298507462687,0.964169381107492,0.9453340695748206
0.35,3,0.9440113394755493,0.98,0.9940298507462687,0.9683751363140676,0.9519602429596907
0.35,5,0.9485346676197284,0.9684466019417476,0.9902985074626866,0.9689667761956918,0.9530646051905025
0.39999999999999997,1,0.9386026817219478,0.9746192893401016,0.9925373134328358,0.9648168298875589,0.9464384318056323
0.39999999999999997,3,0.9472934472934473,0.9754299754299754,0.9925373134328358,0.9693877551020409,0.9536167863059083
