threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.48964771750880015,0.9853277337727925,0.9846170995429718,0.6540419466503767,0.6595190380761523
0.1,0.5170413990007138,0.9738079563622684,0.9689555233530264,0.6742815033161386,0.694006194206595
0.15,0.5451998089476198,0.9650840962316373,0.9542971798015829,0.6939428941982289,0.7248496993987976
0.2,0.5706264375591936,0.9576719576719577,0.9402519228625571,0.7102260767061003,0.7492075059209328
0.25,0.5979195261142816,0.9489780914571386,0.9226396165421915,0.7256070833698606,0.7719074512661687
0.3,0.6247163352436632,0.9411581461354747,0.9052502508081596,0.7392640131084863,0.7912734560029149
0.35,0.6544014520254104,0.9321978595666928,0.884182365399621,0.7521335103356723,0.8095099289488067
0.39999999999999997,0.6858765145079805,0.9200258278756572,0.8550328837364842,0.7611699620432162,0.824612862087812
0.44999999999999996,0.7263762143067413,0.9090935435261389,0.8251588451677628,0.7726228994885711,0.8412461286208781
0.49999999999999994,0.7595896997542473,0.8970474400088466,0.7924423141232861,0.7756683033278778,0.8501730734195664
0.5499999999999999,0.7937089365660794,0.8861531930699637,0.7608404860104782,0.776927235992146,0.8571871014756787
0.6,0.8220801203686289,0.8759855158067748,0.7308549771485899,0.7737880978373115,0.8603206412825651
0.65,0.8468384074941452,0.8676680435598949,0.7053840151599599,0.7696658254021346,0.8619967207141556
0.7,0.8658423932352732,0.8589558272288508,0.6791327611191618,0.7612056848352334,0.8607214428857716
0.75,0.8852981338188439,0.8496211757936127,0.6504291606286925,0.7499036113610076,0.8581891054836946
0.7999999999999999,0.9066189041765041,0.8402609899781726,0.6206665923531379,0.7368734491315136,0.8551102204408818
0.85,0.9256577785625993,0.8288035993021761,0.5843272767807379,0.7164138308049747,0.8487884860630351
0.9,0.9482658399534973,0.817043618739903,0.5455356147586669,0.6926125106142089,0.8417198032428493
0.95,0.9659639877031181,0.8002708488052073,0.4903578196410657,0.6504990757855823,0.8277646201493897
