threshold,min_consecutive,precision,nfall_precision,recall,nfall_recall,min_pr,f1,accuracy
0.05,1,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.05,2,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.05,3,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.05,4,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.05,5,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.05,7,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.05,9,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.075,1,0.7349530646051905,0.0,1.0,0.0,0.0,0.8472310630171865,0.7349530646051905
0.075,2,0.7353591160220995,1.0,1.0,0.0020833333333333333,0.0020833333333333333,0.8475007959248647,0.7355052457205964
0.075,3,0.7361725663716814,1.0,1.0,0.00625,0.00625,0.8480407773176171,0.7366096079514081
0.075,4,0.7365799667957942,1.0,1.0,0.008333333333333333,0.008333333333333333,0.8483110261312938,0.737161789066814
0.075,5,0.7378048780487805,1.0,1.0,0.014583333333333334,0.014583333333333334,0.8491228070175438,0.7388183324130315
0.075,7,0.7382140876317249,1.0,1.0,0.016666666666666666,0.016666666666666666,0.8493937460114869,0.7393705135284373
0.075,9,0.7398554752640356,1.0,1.0,0.025,0.025,0.850479233226837,0.7415792379900608
0.1,1,0.7369878183831672,1.0,1.0,0.010416666666666666,0.010416666666666666,0.8485814472425884,0.7377139701822197
0.1,2,0.7386237513873474,1.0,1.0,0.01875,0.01875,0.8496648579636131,0.7399226946438432
0.1,3,0.7415041782729805,1.0,1.0,0.03333333333333333,0.03333333333333333,0.8515674984005118,0.7437879624516841
0.1,4,0.741917502787068,1.0,1.0,0.035416666666666666,0.035416666666666666,0.85184,0.74434014356709
0.1,5,0.7423312883435583,1.0,1.0,0.0375,0.0375,0.852112676056338,0.7448923246824959
0.1,7,0.7477528089887641,1.0,1.0,0.06458333333333334,0.06458333333333334,0.8556734169077467,0.7520706791827719
0.1,9,0.7575412635173592,1.0,1.0,0.1125,0.1125,0.8620466321243523,0.7647708448371066
0.125,1,0.7415041782729805,1.0,1.0,0.03333333333333333,0.03333333333333333,0.8515674984005118,0.7437879624516841
0.125,2,0.7444071588366891,1.0,1.0,0.04791666666666667,0.04791666666666667,0.8534786790638026,0.7476532302595251
0.125,3,0.7469135802469136,1.0,1.0,0.06041666666666667,0.06041666666666667,0.8551236749116607,0.7509663169519603
0.125,4,0.7502818489289741,1.0,1.0,0.07708333333333334,0.07708333333333334,0.8573268921095009,0.7553837658752071
0.125,5,0.7553916004540295,1.0,1.0,0.10208333333333333,0.10208333333333333,0.8606530876172002,0.7620099392600773
0.125,7,0.7687861271676301,0.9876543209876543,0.9992486851990984,0.16666666666666666,0.16666666666666666,0.8689970597843841,0.7785753727222529
0.125,9,0.7890671420083185,0.9765625,0.9977460555972952,0.2604166666666667,0.2604166666666667,0.8812209688122098,0.8023191606847045
0.15,1,0.7532541029994341,1.0,1.0,0.09166666666666666,0.09166666666666666,0.8592640413169788,0.7592490336830481
0.15,2,0.7571103526734926,1.0,1.0,0.11041666666666666,0.11041666666666666,0.8617675623179022,0.7642186637217007
0.15,3,0.7631880733944955,1.0,1.0,0.13958333333333334,0.13958333333333334,0.8656910569105691,0.7719491993373827
0.15,4,0.7715942028985507,1.0,1.0,0.17916666666666667,0.17916666666666667,0.8710732984293194,0.7824406405300939
0.15,5,0.7837360047142016,0.9912280701754386,0.9992486851990984,0.23541666666666666,0.23541666666666666,0.8784676354029063,0.7967973495306461
0.15,7,0.8050847457627118,0.9937106918238994,0.9992486851990984,0.32916666666666666,0.32916666666666666,0.8917197452229298,0.8216454997239094
0.15,9,0.8196417541692402,0.9791666666666666,0.9969947407963937,0.39166666666666666,0.39166666666666666,0.8996610169491526,0.8365543898398675
0.175,1,0.7684757505773672,1.0,1.0,0.16458333333333333,0.16458333333333333,0.8690825987593862,0.7785753727222529
0.175,2,0.7765460910151692,1.0,1.0,0.20208333333333334,0.20208333333333334,0.8742200328407225,0.7885146327995582
0.175,3,0.7885071090047393,1.0,1.0,0.25625,0.25625,0.8817489234845975,0.8028713418001104
0.175,4,0.7978404319136173,0.9930555555555556,0.9992486851990984,0.29791666666666666,0.29791666666666666,0.8872581721147431,0.8133627829928216
0.175,5,0.8124618204031765,0.9942528735632183,0.9992486851990984,0.36041666666666666,0.36041666666666666,0.8962264150943395,0.8299282164549973
0.175,7,0.8328115216030056,0.9953271028037384,0.9992486851990984,0.44375,0.44375,0.9084699453551911,0.8520154610712314
0.175,9,0.852827763496144,0.984313725490196,0.9969947407963937,0.5229166666666667,0.5229166666666667,0.9192933841357811,0.8713418001104363
0.2,1,0.7866430260047281,1.0,1.0,0.24791666666666667,0.24791666666666667,0.8805822031094939,0.800662617338487
0.2,2,0.7979616306954437,1.0,1.0,0.29791666666666666,0.29791666666666666,0.8876292097365788,0.8139149641082275
0.2,3,0.8066666666666666,1.0,1.0,0.33541666666666664,0.33541666666666664,0.8929889298892989,0.8238542241855329
