threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.48761842535119243,0.9923157527069507,0.99559765208111,0.6546204113854656,0.5982040358172402
0.1,0.5219357117626281,0.9801634677197172,0.9855923159018143,0.6824627038012101,0.6492257455547336
0.15,0.5534961449352425,0.9674436674436675,0.9720517609391676,0.7053556303090438,0.6894053419730095
0.2,0.5858436821181195,0.9528378378378378,0.9534418356456777,0.7257495366961997,0.7244062348529299
0.25,0.6205605810792746,0.9363885905239289,0.9288954108858057,0.7440493682045254,0.7555804995025384
0.3,0.6540880503144654,0.920556964757947,0.9018143009605123,0.7582300487914306,0.7800454093216663
0.35,0.6870441307655979,0.9057193923145666,0.8733324439701174,0.7690681077270992,0.7994081481670451
0.39999999999999997,0.7202438607486753,0.8913987435328898,0.8431830309498399,0.7768798205451249,0.8147656827980305
0.44999999999999996,0.7556818181818182,0.8753828236207566,0.8072972251867663,0.7806372549019608,0.8264751651827853
0.49999999999999994,0.8016963409505117,0.8574178799181807,0.7628735325506937,0.7818032674823979,0.8371387025179213
0.5499999999999999,0.8343800883926494,0.8391377081590754,0.717782817502668,0.7717021047724909,0.83757238705069
0.6,0.8656220727241761,0.8241914335664335,0.6780282817502669,0.7604264073312138,0.8366029745656777
0.65,0.8922890893870338,0.8102151293588301,0.6398745997865528,0.7452899817426096,0.8327253246256282
0.7,0.9133658338411538,0.7956256600688175,0.5998532550693704,0.7241323778081972,0.825199622439348
0.75,0.9340659340659341,0.7799940556784782,0.5556296691568837,0.6967795901296528,0.8150463022015868
0.7999999999999999,0.9525296689569019,0.7638327883567353,0.5086045891141943,0.6631299734748011,0.8023674073318197
0.85,0.9667974222471281,0.7476373163656779,0.46031216648879403,0.6236782647989155,0.7875456006530779
0.9,0.9747315224257739,0.7316457236742021,0.4116862326574173,0.5788782592384168,0.7709125232786551
0.95,0.9807764794572182,0.7112088041778538,0.3471184631803629,0.5127598778204749,0.7476976453480956
