threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.41848244937994816,0.998094606909121,0.9987180916285809,0.5898191274007999,0.5459464383312078
0.1,0.44375588716474146,0.997250481165796,0.9977705941366626,0.6143023814425914,0.5904536345418109
0.15,0.45499923598023734,0.9951356886840758,0.9957641288596589,0.6245979583275066,0.6087447622517763
0.2,0.46276291872240977,0.9926129426129426,0.9932560472634043,0.6313682420463402,0.6208781198761159
0.25,0.4710561905014452,0.9896385121369113,0.9900791439081484,0.638384273983433,0.6333576243395883
0.3,0.49244265638532675,0.9834528983609991,0.9823876936796344,0.6560342421140783,0.6632719985425396
0.35,0.5235097442694057,0.9740906366695865,0.9686768476201092,0.6796894859310534,0.7015667699034432
0.39999999999999997,0.569474004256613,0.9570959705800941,0.9395273659569725,0.7091264749805439,0.7480597558753871
0.44999999999999996,0.6435443447327998,0.9329397718227647,0.8873035336082934,0.7460168697282099,0.8025141191473857
0.49999999999999994,0.7549030001060109,0.8972906950921608,0.7937799576412886,0.7738535101064986,0.8483512479504464
0.5499999999999999,0.8329257815081621,0.8657159385296411,0.7024300523910378,0.7621322528951108,0.856676990344325
0.6,0.8850193477059148,0.8405048902361049,0.6246237877605618,0.7323639928116321,0.850774275824376
0.65,0.9306028531983433,0.8221237932992618,0.5635380671051164,0.7019821571145902,0.843596283476043
0.7,0.9564306661080855,0.8056989105024039,0.5089733585999331,0.6643870498363041,0.8319183822189834
0.75,0.9684149184149184,0.7919887713236882,0.4631033329617657,0.6265741648442802,0.8195664055383495
0.7999999999999999,0.9753643750806139,0.7797908224961283,0.4214691784639394,0.5885970033080365,0.8074148296593187
0.85,0.9802641126106516,0.7669326444300923,0.3764909151711069,0.5440341481093706,0.7937147021315358
0.9,0.9844804318488529,0.7527470283076672,0.32527031546092966,0.4889819857561793,0.7777737292767353
0.95,0.9907380607814761,0.717721395936619,0.19078140675509977,0.3199513950553816,0.7349061759883403
