threshold,min_consecutive,eval_level,precision,nfall_precision,recall,nfall_recall,min_pr,f1,accuracy
0.05,1,video,0.6695815115552779,1.0,1.0,0.18364197530864199,0.18364197530864199,0.8020950243172466,0.6924418604651162
0.05,3,video,0.679340937896071,1.0,1.0,0.2191358024691358,0.2191358024691358,0.8090566037735849,0.7058139534883721
0.05,5,video,0.6902768834513844,1.0,1.0,0.25771604938271603,0.25771604938271603,0.8167619047619047,0.7203488372093023
0.1,1,video,0.7208361429534726,0.9873417721518988,0.9972014925373134,0.3611111111111111,0.3611111111111111,0.8367906066536203,0.7575581395348837
0.1,3,video,0.733196159122085,0.9885496183206107,0.9972014925373134,0.39969135802469136,0.39969135802469136,0.8450592885375493,0.772093023255814
0.1,5,video,0.7377501725327812,0.988929889298893,0.9972014925373134,0.41358024691358025,0.41358024691358025,0.8480761602538675,0.7773255813953488
0.15,1,video,0.7501754385964913,0.9898305084745763,0.9972014925373134,0.4506172839506173,0.4506172839506173,0.8562274729675611,0.7912790697674419
0.15,3,video,0.7661406025824964,0.9877300613496932,0.996268656716418,0.49691358024691357,0.49691358024691357,0.8661800486618005,0.8081395348837209
0.15,5,video,0.7764020393299345,0.9827089337175793,0.9944029850746269,0.5262345679012346,0.5262345679012346,0.8719836400817996,0.8180232558139535
0.2,1,video,0.7844002943340692,0.9833795013850416,0.9944029850746269,0.5478395061728395,0.5478395061728395,0.877005347593583,0.8261627906976744
0.2,3,video,0.8024224072672218,0.9699248120300752,0.9888059701492538,0.5972222222222222,0.5972222222222222,0.8859172586711241,0.8412790697674418
0.2,5,video,0.8210116731517509,0.960919540229885,0.9841417910447762,0.6450617283950617,0.6450617283950617,0.8952057700466695,0.8563953488372092
0.25,1,video,0.8161538461538461,0.9738095238095238,0.9897388059701493,0.6311728395061729,0.6311728395061729,0.8946037099494099,0.8546511627906976
0.25,3,video,0.8333333333333334,0.9625550660792952,0.9841417910447762,0.6743827160493827,0.6743827160493827,0.9024807527801539,0.8674418604651163
0.25,5,video,0.8495934959349594,0.9448979591836735,0.9748134328358209,0.7145061728395061,0.7145061728395061,0.9079061685490877,0.8767441860465116
0.3,1,video,0.8388888888888889,0.967391304347826,0.9860074626865671,0.6867283950617284,0.6867283950617284,0.9065180102915951,0.8732558139534884
0.3,3,video,0.8688796680497926,0.9514563106796117,0.976679104477612,0.7561728395061729,0.7561728395061729,0.9196310935441371,0.8936046511627908
0.3,5,video,0.8878260869565218,0.9105263157894737,0.9524253731343284,0.8009259259259259,0.8009259259259259,0.9189918991899191,0.8953488372093024
0.35,1,video,0.8666666666666667,0.9623762376237623,0.9822761194029851,0.75,0.75,0.9208570179274159,0.8947674418604651
0.35,3,video,0.8970331588132635,0.9233449477351916,0.9589552238805971,0.8179012345679012,0.8179012345679012,0.926961226330027,0.9058139534883721
0.35,5,video,0.9158790170132325,0.8444108761329305,0.9039179104477612,0.8626543209876543,0.8444108761329305,0.9098591549295775,0.8883720930232558
0.39999999999999997,1,video,0.8960698689956332,0.92,0.957089552238806,0.816358024691358,0.816358024691358,0.9255751014884981,0.9040697674418605
0.39999999999999997,3,video,0.9265267175572519,0.8497023809523809,0.9057835820895522,0.8811728395061729,0.8497023809523809,0.9160377358490567,0.8965116279069767
0.39999999999999997,5,video,0.9428879310344828,0.7512626262626263,0.816231343283582,0.9182098765432098,0.7512626262626263,0.875,0.8546511627906976
0.44999999999999996,1,video,0.9259606373008434,0.8713629402756509,0.9216417910447762,0.8780864197530864,0.8713629402756509,0.9237961664329125,0.9052325581395348
0.44999999999999996,3,video,0.9458896982310093,0.7852437417654808,0.8479477611940298,0.9197530864197531,0.7852437417654808,0.894244958189867,0.875
0.44999999999999996,5,video,0.9659781287970839,0.6911928651059086,0.7416044776119403,0.9567901234567902,0.6911928651059086,0.8390501319261212,0.8226744186046512
0.49999999999999994,1,video,0.945273631840796,0.8293706293706293,0.8861940298507462,0.9151234567901234,0.8293706293706293,0.9147809340394799,0.897093023255814
0.49999999999999994,3,video,0.9625,0.7321428571428571,0.7901119402985075,0.9490740740740741,0.7321428571428571,0.8678278688524591,0.85
0.49999999999999994,5,video,0.9713506139154161,0.6352583586626139,0.664179104477612,0.9675925925925926,0.6352583586626139,0.7889196675900277,0.7784883720930232
0.5499999999999999,1,video,0.9596174282678002,0.7830551989730423,0.8423507462686567,0.941358024691358,0.7830551989730423,0.8971684053651267,0.8796511627906977
0.5499999999999999,3,video,0.972396486825596,0.6782231852654388,0.7229477611940298,0.9660493827160493,0.6782231852654388,0.8293204922418406,0.8145348837209302
0.5499999999999999,5,video,0.9758308157099698,0.5973534971644613,0.6026119402985075,0.9753086419753086,0.5973534971644613,0.7450980392156863,0.7430232558139535
0.6,1,video,0.9720605355064028,0.7247386759581882,0.7789179104477612,0.9629629629629629,0.7247386759581882,0.8648368720870016,0.8482558139534884
0.6,3,video,0.9769021739130435,0.641260162601626,0.6707089552238806,0.9737654320987654,0.641260162601626,0.7953539823008849,0.7848837209302325
