threshold,min_consecutive,precision,nfall_precision,recall,f1,accuracy
0.05,1,0.9176389842141386,0.9915254237288136,0.9977611940298508,0.9560243117626028,0.9320817228050801
0.05,3,0.9239806496199032,0.9917582417582418,0.9977611940298508,0.9594546106925008,0.9376035339591386
0.05,5,0.9277777777777778,0.9892183288409704,0.9970149253731343,0.9611510791366906,0.9403644395361679
0.1,1,0.9283228949199722,0.983957219251337,0.9955223880597015,0.9607490097227224,0.939812258420762
0.1,3,0.9328671328671329,0.984251968503937,0.9955223880597015,0.9631768953068592,0.943677526228603
0.1,5,0.9381153305203939,0.9845758354755784,0.9955223880597015,0.9659666908037654,0.9480949751518498
0.15,1,0.9354385964912281,0.9818652849740933,0.994776119402985,0.9641952983725135,0.9453340695748206
0.15,3,0.9386892177589852,0.9795918367346939,0.9940298507462687,0.9655672345052554,0.9475427940364439
0.15,5,0.9413427561837456,0.9797979797979798,0.9940298507462687,0.9669691470054448,0.9497515184980674
0.2,1,0.9380281690140845,0.979539641943734,0.9940298507462687,0.9652173913043478,0.9469906129210381
0.2,3,0.9413012729844413,0.9773299748110831,0.9932835820895523,0.9665940450254177,0.9491993373826615
0.2,5,0.9425939050318922,0.975,0.9925373134328358,0.9669211195928753,0.9497515184980674
0.25,1,0.9399717514124294,0.9772151898734177,0.9932835820895523,0.9658925979680697,0.9480949751518498
0.25,3,0.9426345609065155,0.9774436090225563,0.9932835820895523,0.9672965116279069,0.9503036996134733
0.25,5,0.9445628997867804,0.9727722772277227,0.9917910447761195,0.9676010192937751,0.950855880728879
0.3,1,0.9412597310686482,0.9748743718592965,0.9925373134328358,0.9662186705412277,0.9486471562672557
0.3,3,0.943222143364088,0.972636815920398,0.9917910447761195,0.9668970534739906,0.9497515184980674
0.3,5,0.9465811965811965,0.972972972972973,0.9917910447761195,0.9686588921282798,0.9525124240750966
0.35,1,0.9412181303116147,0.9724310776942355,0.9917910447761195,0.965843023255814,0.9480949751518498
0.35,3,0.9452347083926032,0.9728395061728395,0.9917910447761195,0.9679533867443555,0.951408061844285
0.35,5,0.947180585296217,0.9682926829268292,0.9902985074626866,0.9682597592119665,0.9519602429596907
0.39999999999999997,1,0.943222143364088,0.972636815920398,0.9917910447761195,0.9668970534739906,0.9497515184980674
0.39999999999999997,3,0.9465431218816821,0.9705882352941176,0.991044776119403,0.968282901932191,0.9519602429596907
0.39999999999999997,5,0.9491768074445239,0.966183574879227,0.9895522388059701,0.9689440993788819,0.9530646051905025
0.44999999999999996,1,0.9458303635067712,0.9681372549019608,0.9902985074626866,0.967553773240977,0.950855880728879
0.44999999999999996,3,0.9484609878310666,0.9637681159420289,0.9888059701492538,0.9682133723054439,0.9519602429596907
0.44999999999999996,5,0.952449567723343,0.9574468085106383,0.9865671641791045,0.969208211143695,0.9536167863059083
0.49999999999999994,1,0.947819871336669,0.9660194174757282,0.9895522388059701,0.968236582694414,0.9519602429596907
0.49999999999999994,3,0.9505021520803444,0.9640287769784173,0.9888059701492538,0.9692757863935626,0.9536167863059083
0.49999999999999994,5,0.9551374819102749,0.9533799533799534,0.9850746268656716,0.9698750918442322,0.9547211485367201
0.5499999999999999,1,0.9490674318507891,0.9592326139088729,0.9873134328358208,0.9678127286027798,0.951408061844285
0.5499999999999999,3,0.9530346820809249,0.9508196721311475,0.9843283582089553,0.9684287812041116,0.9525124240750966
0.5499999999999999,5,0.9549418604651163,0.9402298850574713,0.9805970149253731,0.96759941089838,0.951408061844285
0.6,1,0.9529326574945691,0.9441860465116279,0.982089552238806,0.9672914369717016,0.950855880728879
0.6,3,0.9549745824255628,0.9423963133640553,0.9813432835820896,0.9679793890320206,0.9519602429596907
0.6,5,0.9576642335766423,0.9365079365079365,0.9791044776119403,0.9682656826568266,0.9525124240750966
0.65,1,0.9562363238512035,0.9340909090909091,0.9783582089552239,0.9671707856879379,0.950855880728879
0.65,3,0.9574155653450808,0.9198218262806236,0.9731343283582089,0.9652109548482606,0.9480949751518498
0.65,5,0.9614243323442137,0.9049676025917927,0.9671641791044776,0.9642857142857142,0.9469906129210381
0.7,1,0.9576837416481069,0.8922413793103449,0.9626865671641791,0.9601786378861183,0.9409166206515737
0.7,3,0.9611650485436893,0.8877118644067796,0.9604477611940299,0.9608062709966405,0.9420209828823854
0.7,5,0.9631024096385542,0.8737060041407867,0.9544776119402985,0.9587706146926537,0.9392600773053562
0.75,1,0.9599697885196374,0.8583162217659137,0.9485074626865672,0.9542042042042042,0.932633903920486
0.75,3,0.9635258358662614,0.8545454545454545,0.9462686567164179,0.9548192771084337,0.9337382661512976
0.75,5,0.9676425269645609,0.8362573099415205,0.9373134328358209,0.9522365428354814,0.9304251794588625
0.7999999999999999,1,0.9616858237547893,0.8320158102766798,0.9365671641791045,0.9489603024574669,0.9254555494202098
0.7999999999999999,3,0.9672642244738893,0.8125,0.9261194029850747,0.9462447579107891,0.9221424627277747
0.7999999999999999,5,0.9690721649484536,0.7854545454545454,0.9119402985074627,0.9396386005382544,0.9133075648812811
0.85,1,0.9683293745051464,0.7864963503649635,0.9126865671641791,0.9396849788705339,0.9133075648812811
0.85,3,0.970281124497992,0.7667844522968198,0.9014925373134328,0.934622823984526,0.9066813914964108
0.85,5,0.9715215622457283,0.7491408934707904,0.891044776119403,0.9295445698715454,0.9000552181115405
0.9,1,0.9725913621262459,0.7215815485996705,0.8738805970149254,0.9205974842767296,0.8884594146880177
0.9,3,0.975548060708263,0.7072,0.8634328358208955,0.9160728424386382,0.8829376035339591
0.9,5,0.9776824034334763,0.6888544891640866,0.85,0.90938123752495,0.8746548868028713
0.95,1,0.985981308411215,0.6153846153846154,0.7873134328358209,0.8755186721991702,0.8343456653782441
0.95,3,0.9875478927203065,0.5971316818774446,0.7694029850746269,0.8649328859060403,0.8221976808393153
0.95,5,0.9882005899705014,0.5780856423173804,0.75,0.8527789563003819,0.8083931529541689
