threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.4725727188205605,0.9911858509712961,0.9915282577193179,0.6400777160127368,0.63550737839315
0.1,0.5084848484848485,0.9840415019762846,0.9819975476535503,0.6700258594463037,0.6838404080889051
0.15,0.5387570481442469,0.9755881832655228,0.9692341990859435,0.692552767821585,0.718710147567863
0.2,0.5668104878858281,0.9651050080775444,0.9518448333519117,0.7105175569978366,0.7464747677172527
0.25,0.5914388641661369,0.9549969897652016,0.9333407646862111,0.7240574195780007,0.7674621971215158
0.3,0.6179314496406938,0.9463812652325951,0.9153940474863449,0.7378091237842815,0.7873383129896155
0.35,0.6477098311656838,0.9367449887163148,0.8937688106119719,0.7511007025761124,0.8063763891419202
0.39999999999999997,0.6828135368281354,0.9223478395539725,0.8602719875153272,0.76133869336819,0.8237019493532519
0.44999999999999996,0.739528994682198,0.9049651444017641,0.8138446104113254,0.7749091198556531,0.8454545454545455
0.49999999999999994,0.7974734890189489,0.8889272712778679,0.7670270872812396,0.7819540327850223,0.8601748952450355
0.5499999999999999,0.8312488095993905,0.876108229643067,0.7297402742169212,0.7771940759208145,0.8632355620331572
0.6,0.857201674329239,0.8648212912667114,0.6962434511202764,0.7683838228509918,0.8627983239205684
0.65,0.87915718376037,0.8554120526303036,0.6674283803366403,0.7587998605962678,0.8613044270358899
0.7,0.898593983190637,0.8457743305106857,0.6376100769145023,0.7459329051608907,0.8580251411914739
0.75,0.9150935481164527,0.8362849363524237,0.6079032437855312,0.7305180670439704,0.8533977044999089
0.7999999999999999,0.9320519761775853,0.8262189554419284,0.5756883290603054,0.7117557883131201,0.847586081253416
0.85,0.9481270837419101,0.814888570661416,0.538903132315238,0.6872068230277185,0.8396429222080525
0.9,0.9599440077527727,0.8020524965462799,0.49687883179132764,0.6548165558779243,0.8287666241574058
0.95,0.9742397587333501,0.7828986618938037,0.43211459146137554,0.5986872586872587,0.8106394607396611
