threshold,precision,nfall_precision,recall,f1,accuracy
0.05,0.4965025647858237,0.9906287457774872,0.9942636072572039,0.6622828453370062,0.6121839842853134
0.1,0.5289818728953214,0.9799734160389898,0.9849252934898612,0.6882953433086282,0.6588178269853823
0.15,0.557877444987775,0.9701297704062044,0.9740528281750267,0.7094345122425184,0.6948391540600526
0.2,0.5874157303370786,0.9582314588427058,0.9589781216648879,0.7285580358274001,0.7267022117911172
0.25,0.6142564950607076,0.9459309494451295,0.9415021344717183,0.743462115825235,0.7514987627235389
0.3,0.6393654904499838,0.9336026399635867,0.9221584845250801,0.7551549911238563,0.7712951861016862
0.35,0.6664850676043782,0.9192445286195287,0.8976120597652081,0.7649717192962511,0.7890507410903339
0.39999999999999997,0.7044856298683857,0.9087640886125146,0.8747331910352187,0.7804326479602464,0.8117554019235185
0.44999999999999996,0.7390872436159645,0.8938694195417912,0.843649946638207,0.787914655038156,0.8262965891987041
0.49999999999999994,0.7715317827492236,0.8796754910333049,0.8120330843116329,0.7912645022911182,0.8361437791780403
0.5499999999999999,0.7961645320864674,0.8673185500368219,0.7836846318036286,0.7898752899257118,0.8405316462154647
0.6,0.8259440508363158,0.855574721655951,0.7542689434364994,0.788480981766203,0.845225643511314
0.65,0.8545469036423049,0.839786882785532,0.7151814300960512,0.7786775118922256,0.8445113395749891
0.7,0.8810181190681622,0.826831830200297,0.6810965848452508,0.7682642389586939,0.8428531340085206
0.75,0.9070863173765549,0.8122923006961206,0.6420757737459979,0.7519137634744572,0.8379550498737213
0.7999999999999999,0.9287763886042222,0.7986141775075575,0.6045224119530416,0.7323636363636363,0.8310160973494222
0.85,0.9462232243517474,0.7824194665171947,0.5598319103521878,0.7034615706981812,0.8194851909487487
0.9,0.9651559146572403,0.7651064646077115,0.5099386339381003,0.6673067690830533,0.8055307533355442
0.95,0.9780348513691609,0.7431881371640408,0.4455042689434365,0.6121625956647266,0.7841016352457971
